StudentID,Name,Age,Gender,City,Math,Science,English,Attendance_%
1172,Student_172,19,Female,Chennai,57.0,62.0,81,94.58
1173,Student_173,19,Non-binary,Delhi,72.0,69.0,97,81.87
1174,Student_174,21,Non-binary,Chennai,55.0,39.0,77,75.22
1175,Student_175,22,Female,Pune,84.0,99.0,66,99.07
1176,Student_176,20,Non-binary,Mumbai,81.0,74.0,80,64.43
1177,Student_177,24,Male,Hyderabad,83.0,90.0,57,76.9
1178,Student_178,24,Male,Delhi,41.0,,89,61.68
1179,Student_179,18,Non-binary,Mumbai,94.0,79.0,74,89.6
1180,Student_180,21,Male,Delhi,,57.0,58,96.72
1181,Student_181,22,Non-binary,Chennai,81.0,81.0,51,71.2
1182,Student_182,21,Male,Bangalore,73.0,65.0,64,94.33
1183,Student_183,23,Male,Hyderabad,69.0,45.0,99,71.69
1184,Student_184,22,Non-binary,Chennai,98.0,44.0,52,96.43
1185,Student_185,24,Male,Mumbai,94.0,48.0,98,90.16
1186,Student_186,24,Non-binary,Mumbai,52.0,44.0,85,92.2
1187,Student_187,22,Male,Mumbai,52.0,35.0,53,60.72
1188,Student_188,24,Male,Mumbai,57.0,39.0,63,98.51
1189,Student_189,20,Female,Mumbai,71.0,54.0,90,89.07
1190,Student_190,22,Female,Delhi,71.0,42.0,90,72.19
1191,Student_191,21,Non-binary,Chennai,74.0,77.0,74,93.18
1192,Student_192,22,Female,Hyderabad,,35.0,99,71.26
1193,Student_193,24,Non-binary,Bangalore,78.0,91.0,59,94.91
1194,Student_194,20,Female,Bangalore,85.0,98.0,70,64.5
1195,Student_195,20,Male,Chennai,91.0,62.0,85,88.15
1196,Student_196,23,Non-binary,Chennai,68.0,71.0,61,81.63
1197,Student_197,21,Non-binary,Bangalore,88.0,81.0,76,63.86
1198,Student_198,19,Male,Bangalore,68.0,71.0,89,69.68
1199,Student_199,19,Non-binary,Delhi,92.0,83.0,51,60.5
1200,Student_200,22,Non-binary,Pune,83.0,,62,78.75
1201,Student_201,23,Female,Hyderabad,96.0,90.0,81,72.05
1202,Student_202,18,Non-binary,Mumbai,55.0,62.0,80,83.93
1203,Student_203,22,Male,Pune,95.0,40.0,65,71.89
1204,Student_204,23,Female,Chennai,83.0,95.0,81,72.0
1205,Student_205,21,Female,Bangalore,86.0,54.0,81,89.73
1206,Student_206,21,Male,Pune,96.0,36.0,83,61.93
1207,Student_207,21,Male,Hyderabad,49.0,71.0,60,96.12
1208,Student_208,21,Female,Chennai,69.0,54.0,59,94.09
1209,Student_209,21,Non-binary,Mumbai,64.0,60.0,64,86.71
1210,Student_210,23,Female,,78.0,63.0,66,83.73
1211,Student_211,23,Male,Hyderabad,59.0,,89,95.69
1212,Student_212,20,Female,,44.0,69.0,67,67.41
1213,Student_213,19,Male,Bangalore,40.0,93.0,58,63.16
1214,Student_214,24,Female,Mumbai,69.0,67.0,74,69.58
1215,Student_215,21,Non-binary,Chennai,88.0,85.0,89,91.78
1216,Student_216,18,Female,Pune,42.0,46.0,63,61.39
1217,Student_217,24,Female,Chennai,84.0,54.0,74,83.31
1218,Student_218,23,Male,Delhi,53.0,87.0,99,99.82
1219,Student_219,18,Male,Delhi,95.0,77.0,71,94.23
1220,Student_220,18,Male,Hyderabad,69.0,84.0,79,80.86
1221,Student_221,18,Female,Bangalore,89.0,63.0,69,62.55
1222,Student_222,20,Non-binary,Delhi,43.0,91.0,70,93.25
1223,Student_223,23,Male,Mumbai,57.0,73.0,93,83.96
1224,Student_224,18,Male,Chennai,76.0,90.0,81,64.6
1225,Student_225,21,Female,Chennai,64.0,77.0,95,63.75
1226,Student_226,22,Male,Hyderabad,87.0,84.0,98,96.39
1227,Student_227,18,Non-binary,Pune,40.0,57.0,70,86.77
1228,Student_228,20,Non-binary,Hyderabad,92.0,78.0,84,93.17
1229,Student_229,24,Male,Pune,85.0,72.0,81,95.16
1230,Student_230,23,Male,Hyderabad,54.0,57.0,79,82.87
1231,Student_231,20,Female,Hyderabad,48.0,79.0,88,80.7
1232,Student_232,18,Non-binary,Hyderabad,54.0,86.0,98,77.22
1233,Student_233,23,Non-binary,Pune,88.0,84.0,61,72.68
1234,Student_234,22,Male,Pune,96.0,,90,77.38
1235,Student_235,18,Female,Hyderabad,63.0,35.0,96,90.96
1236,Student_236,20,Non-binary,,43.0,,67,84.08
1237,Student_237,19,Non-binary,Bangalore,51.0,63.0,70,95.7
1238,Student_238,21,Female,Bangalore,98.0,39.0,62,77.74
1239,Student_239,24,Female,Bangalore,97.0,81.0,70,84.28
1240,Student_240,20,Non-binary,Pune,76.0,68.0,57,85.25
1241,Student_241,23,Non-binary,Pune,76.0,99.0,95,83.67
1242,Student_242,18,Female,Delhi,82.0,89.0,89,88.11
1243,Student_243,21,Non-binary,Bangalore,99.0,77.0,95,69.5
1244,Student_244,18,Male,Bangalore,45.0,,56,80.49
1245,Student_245,23,Male,Hyderabad,78.0,51.0,72,64.17
1246,Student_246,18,Female,Pune,95.0,60.0,93,75.38
1247,Student_247,19,Female,Bangalore,85.0,42.0,81,79.51
1248,Student_248,21,Female,Chennai,63.0,81.0,60,86.09
1249,Student_249,21,Male,Delhi,50.0,80.0,71,98.02
1250,Student_250,23,Non-binary,Chennai,52.0,67.0,71,84.03
1251,Student_251,24,Male,Chennai,73.0,35.0,92,89.74
1252,Student_252,19,Non-binary,Delhi,64.0,53.0,74,80.25
1253,Student_253,20,Male,Chennai,,65.0,71,85.36
1254,Student_254,18,Non-binary,Bangalore,91.0,48.0,77,62.84
1255,Student_255,22,Male,Pune,43.0,87.0,78,70.18
1256,Student_256,18,Female,Delhi,98.0,82.0,62,74.47
1257,Student_257,18,Male,Hyderabad,47.0,,67,78.9
1258,Student_258,20,Non-binary,Chennai,59.0,98.0,51,61.83
1259,Student_259,18,Male,Delhi,68.0,97.0,78,65.6
1260,Student_260,19,Male,Mumbai,93.0,67.0,70,71.07
1261,Student_261,19,Male,Mumbai,92.0,75.0,64,98.86
1262,Student_262,21,Female,,90.0,82.0,76,73.25
1263,Student_263,23,Male,Bangalore,84.0,47.0,99,79.28
1264,Student_264,24,Female,Pune,85.0,65.0,80,67.84
1265,Student_265,22,Female,Pune,49.0,38.0,64,84.43
1266,Student_266,18,Male,Pune,82.0,53.0,72,71.23
1267,Student_267,18,Male,Pune,73.0,47.0,73,68.28
1268,Student_268,20,Male,Hyderabad,,57.0,93,80.66
1269,Student_269,23,Non-binary,Hyderabad,65.0,35.0,62,60.22
1270,Student_270,19,Male,Delhi,80.0,88.0,71,60.31
1271,Student_271,22,Female,Mumbai,88.0,49.0,92,68.76
1272,Student_272,21,Male,,97.0,99.0,86,61.47
1273,Student_273,19,Non-binary,,42.0,49.0,82,64.32
1274,Student_274,23,Male,Mumbai,95.0,55.0,52,73.55
1275,Student_275,24,Non-binary,Chennai,45.0,53.0,68,92.1
1276,Student_276,21,Non-binary,,44.0,94.0,72,82.88
1277,Student_277,24,Male,Hyderabad,44.0,67.0,78,80.51
1278,Student_278,20,Female,Chennai,93.0,83.0,79,71.74
1279,Student_279,20,Non-binary,Mumbai,86.0,69.0,88,97.27
1280,Student_280,18,Male,Chennai,62.0,78.0,93,75.88
1281,Student_281,24,Male,Bangalore,88.0,45.0,96,63.48
1282,Student_282,23,Female,Mumbai,48.0,80.0,74,84.68
1283,Student_283,22,Non-binary,Chennai,74.0,43.0,86,64.55
1284,Student_284,21,Non-binary,Hyderabad,59.0,37.0,96,73.81
1285,Student_285,19,Male,Hyderabad,97.0,,57,80.3
1286,Student_286,23,Male,Delhi,88.0,82.0,91,94.97
1287,Student_287,23,Female,,98.0,62.0,65,79.74
1288,Student_288,20,Female,Pune,,60.0,57,88.09
1289,Student_289,24,Non-binary,Chennai,74.0,59.0,50,99.71
1290,Student_290,18,Non-binary,Mumbai,89.0,46.0,93,65.26
1291,Student_291,18,Male,Mumbai,,39.0,54,70.99
1292,Student_292,21,Non-binary,Chennai,56.0,82.0,52,75.78
1293,Student_293,20,Female,Bangalore,63.0,71.0,50,76.87
1294,Student_294,23,Female,Hyderabad,42.0,,53,76.44
1295,Student_295,22,Male,Mumbai,71.0,49.0,89,96.3
1296,Student_296,20,Female,Hyderabad,74.0,77.0,84,88.56
1297,Student_297,21,Female,Mumbai,,82.0,81,84.32
1298,Student_298,21,Female,Delhi,52.0,80.0,91,72.37
1299,Student_299,20,Female,Pune,95.0,77.0,83,92.95
1300,Student_300,21,Male,Mumbai,86.0,55.0,92,98.2
1301,Student_301,20,Male,Hyderabad,64.0,57.0,74,92.85
1302,Student_302,19,Non-binary,Delhi,,81.0,59,60.06
1303,Student_303,20,Female,Mumbai,43.0,49.0,70,85.46
1304,Student_304,24,Non-binary,Bangalore,53.0,59.0,95,62.05
1305,Student_305,20,Male,Pune,,70.0,88,70.3
1306,Student_306,21,Male,Mumbai,73.0,85.0,76,62.38
1307,Student_307,24,Male,Delhi,50.0,49.0,76,84.15
1308,Student_308,21,Male,Bangalore,80.0,55.0,51,87.46
1309,Student_309,18,Male,Chennai,95.0,47.0,90,64.58
1310,Student_310,18,Male,Delhi,42.0,53.0,97,75.35
1311,Student_311,24,Male,,98.0,68.0,62,78.25
1312,Student_312,19,Female,Bangalore,67.0,86.0,58,74.76
1313,Student_313,18,Non-binary,Delhi,68.0,61.0,85,64.84
1314,Student_314,20,Male,Bangalore,48.0,63.0,71,76.76
1315,Student_315,21,Female,Mumbai,42.0,62.0,91,90.05
1316,Student_316,18,Female,Bangalore,64.0,69.0,75,62.84
1317,Student_317,18,Non-binary,Bangalore,73.0,42.0,61,63.21
1318,Student_318,19,Male,Pune,51.0,50.0,66,74.19
1319,Student_319,24,Non-binary,Bangalore,81.0,70.0,63,97.67
1320,Student_320,24,Male,Bangalore,48.0,64.0,63,86.74
1321,Student_321,23,Female,Chennai,54.0,52.0,83,87.15
1322,Student_322,19,Female,Mumbai,79.0,36.0,69,74.48
1323,Student_323,20,Female,Pune,64.0,83.0,60,83.75
1324,Student_324,24,Female,Chennai,44.0,38.0,65,60.41
1325,Student_325,21,Non-binary,Hyderabad,50.0,,80,85.44
1326,Student_326,19,Male,Mumbai,98.0,73.0,55,96.53
1327,Student_327,18,Male,Mumbai,73.0,47.0,68,84.5
1328,Student_328,21,Non-binary,Hyderabad,63.0,65.0,86,94.95
1329,Student_329,21,Male,,99.0,97.0,53,88.96
1330,Student_330,18,Female,Chennai,54.0,,96,64.82
1331,Student_331,19,Male,Delhi,77.0,76.0,53,96.1
1332,Student_332,18,Female,Pune,47.0,95.0,69,62.66
1333,Student_333,23,Non-binary,Delhi,98.0,76.0,59,81.36
1334,Student_334,21,Male,Hyderabad,44.0,90.0,73,65.69
1335,Student_335,22,Non-binary,Mumbai,87.0,70.0,84,60.47
1336,Student_336,22,Male,Mumbai,65.0,41.0,75,76.88
1337,Student_337,20,Female,Pune,57.0,88.0,86,71.8
1338,Student_338,24,Non-binary,Mumbai,45.0,35.0,87,79.44
1339,Student_339,18,Male,Mumbai,76.0,78.0,70,83.09
1340,Student_340,18,Female,Pune,99.0,79.0,89,61.75
1341,Student_341,20,Non-binary,Chennai,87.0,81.0,88,64.92
1342,Student_342,20,Non-binary,Chennai,52.0,47.0,70,82.35
1343,Student_343,20,Male,Pune,67.0,56.0,59,73.73
1344,Student_344,21,Male,Hyderabad,44.0,55.0,87,89.17
1345,Student_345,23,Male,Mumbai,52.0,43.0,95,86.09
1346,Student_346,18,Female,Mumbai,56.0,60.0,53,93.82
1347,Student_347,21,Male,Hyderabad,89.0,43.0,94,87.7
1348,Student_348,20,Non-binary,Chennai,79.0,49.0,69,77.2
1349,Student_349,18,Non-binary,Bangalore,84.0,44.0,66,86.92
1350,Student_350,21,Male,Bangalore,71.0,76.0,56,71.02
1351,Student_351,23,Male,Bangalore,68.0,58.0,53,72.25
1352,Student_352,21,Non-binary,Chennai,90.0,83.0,78,91.56
1353,Student_353,23,Female,Chennai,97.0,60.0,63,77.86
1354,Student_354,20,Male,Hyderabad,42.0,71.0,52,91.94
1355,Student_355,23,Male,Mumbai,95.0,84.0,73,92.9
1356,Student_356,18,Non-binary,Hyderabad,79.0,58.0,86,94.3
1357,Student_357,20,Male,Hyderabad,73.0,53.0,65,96.67
1358,Student_358,18,Female,Chennai,79.0,94.0,53,77.24
1359,Student_359,22,Non-binary,Bangalore,,73.0,73,72.75
1360,Student_360,19,Male,Delhi,52.0,52.0,83,83.29
1361,Student_361,23,Non-binary,Mumbai,84.0,53.0,79,74.85
1362,Student_362,19,Male,,72.0,70.0,67,84.04
1363,Student_363,19,Male,Bangalore,,89.0,68,88.22
1364,Student_364,23,Male,Delhi,63.0,81.0,80,87.54
1365,Student_365,20,Female,Delhi,58.0,83.0,68,74.98
1366,Student_366,22,Female,Chennai,55.0,67.0,98,66.67
1367,Student_367,18,Non-binary,Pune,79.0,55.0,95,77.22
1368,Student_368,21,Male,Mumbai,67.0,56.0,68,65.7
1369,Student_369,18,Male,Delhi,72.0,82.0,71,95.6
1370,Student_370,21,Female,Chennai,98.0,71.0,73,73.84
1371,Student_371,18,Male,Chennai,98.0,49.0,94,66.18
1372,Student_372,23,Female,Bangalore,87.0,69.0,61,61.02
1373,Student_373,22,Male,Pune,80.0,66.0,79,85.83
1374,Student_374,21,Non-binary,Mumbai,52.0,45.0,87,85.48
1375,Student_375,24,Male,Hyderabad,82.0,44.0,80,73.62
1376,Student_376,20,Male,Bangalore,84.0,91.0,85,62.87
1377,Student_377,18,Female,Delhi,64.0,59.0,68,76.39
1378,Student_378,18,Male,Delhi,92.0,36.0,97,72.45
1379,Student_379,21,Male,Bangalore,81.0,98.0,94,87.08
1380,Student_380,20,Female,Chennai,75.0,69.0,85,84.23
1381,Student_381,20,Non-binary,Delhi,66.0,41.0,79,74.58
1382,Student_382,23,Non-binary,Pune,77.0,52.0,98,68.72
1383,Student_383,24,Female,Mumbai,99.0,76.0,82,99.52
1384,Student_384,23,Female,Pune,46.0,73.0,67,78.16
1385,Student_385,23,Female,Delhi,44.0,75.0,98,87.53
1386,Student_386,23,Female,Hyderabad,82.0,58.0,77,65.62
1387,Student_387,23,Female,Mumbai,84.0,94.0,96,79.42
1388,Student_388,23,Non-binary,,97.0,80.0,60,61.1
1389,Student_389,22,Non-binary,Bangalore,96.0,53.0,94,80.22
1390,Student_390,20,Female,,90.0,76.0,82,98.56
1391,Student_391,23,Male,Hyderabad,70.0,66.0,66,75.37
1392,Student_392,20,Female,Chennai,62.0,73.0,55,61.56
1393,Student_393,20,Male,Mumbai,81.0,70.0,53,61.24
1394,Student_394,19,Female,Hyderabad,49.0,70.0,69,75.52
1395,Student_395,22,Female,Bangalore,71.0,37.0,97,66.4
1396,Student_396,23,Non-binary,Bangalore,82.0,42.0,96,60.93
1397,Student_397,18,Male,Mumbai,92.0,75.0,76,90.25
1398,Student_398,21,Male,Pune,69.0,47.0,64,78.34
1399,Student_399,24,Non-binary,Delhi,78.0,83.0,55,71.57
1400,Student_400,18,Non-binary,Bangalore,70.0,94.0,96,96.0
1401,Student_401,22,Non-binary,Chennai,57.0,36.0,63,64.65
1402,Student_402,21,Non-binary,Chennai,75.0,94.0,60,98.24
1403,Student_403,22,Male,Bangalore,41.0,39.0,88,72.56
1404,Student_404,20,Male,Pune,,78.0,58,95.54
1405,Student_405,21,Female,,52.0,61.0,75,84.12
1406,Student_406,20,Female,Hyderabad,68.0,66.0,65,93.07
1407,Student_407,18,Non-binary,Chennai,51.0,55.0,54,99.36
1408,Student_408,18,Non-binary,Hyderabad,78.0,42.0,59,71.54
1409,Student_409,21,Non-binary,Chennai,41.0,84.0,99,98.45
1410,Student_410,21,Female,Delhi,,78.0,52,75.58
1411,Student_411,23,Female,Delhi,52.0,92.0,62,75.42
1412,Student_412,22,Female,Mumbai,85.0,37.0,92,73.62
1413,Student_413,23,Female,Hyderabad,66.0,36.0,98,81.66
1414,Student_414,22,Female,Bangalore,88.0,78.0,79,66.17
1415,Student_415,23,Female,Hyderabad,80.0,36.0,94,82.15
1416,Student_416,20,Female,Bangalore,56.0,69.0,55,81.67
1417,Student_417,21,Non-binary,Pune,79.0,64.0,66,90.48
1418,Student_418,18,Non-binary,Hyderabad,70.0,42.0,94,93.35
1419,Student_419,22,Non-binary,Pune,73.0,56.0,68,77.62
1420,Student_420,22,Non-binary,Delhi,99.0,78.0,91,72.09
1421,Student_421,18,Female,Delhi,63.0,92.0,84,70.37
1422,Student_422,23,Male,Mumbai,84.0,70.0,95,67.78
1423,Student_423,22,Female,Hyderabad,74.0,65.0,75,62.31
1424,Student_424,24,Male,Pune,87.0,81.0,54,73.7
