StudentID,Name,Age,Gender,City,Math,Science,English,Attendance,Total_Score
1046,Student_46,21,Male,Unknown,98.0,72.0,66,80.78,236.0
1047,Student_47,24,Non-binary,Unknown,84.0,82.0,86,68.2,252.0
1048,Student_48,21,Non-binary,Unknown,82.0,94.0,88,95.11,264.0
1049,Student_49,18,Male,Unknown,73.0,97.0,78,95.18,248.0
1050,Student_50,20,Female,Unknown,48.0,36.0,85,94.82,169.0
1051,Student_51,22,Male,Unknown,65.0,45.0,87,69.55,197.0
1052,Student_52,20,Non-binary,Unknown,41.0,98.0,88,78.05,227.0
1053,Student_53,24,Non-binary,Unknown,92.0,55.0,99,99.4,246.0
1054,Student_54,22,Female,Unknown,48.0,52.0,86,90.88,186.0
1055,Student_55,18,Non-binary,Unknown,48.0,98.0,84,61.09,230.0
1056,Student_56,24,Male,Unknown,79.0,72.0,56,62.61,207.0
1057,Student_57,19,Female,Unknown,56.0,66.0,76,78.56,198.0
1058,Student_58,21,Male,Unknown,70.8721649484536,45.0,77,96.37,192.8721649484536
1059,Student_59,18,Male,Unknown,64.0,79.0,71,81.55,214.0
1060,Student_60,21,Female,Unknown,82.0,67.0,63,79.91,212.0
1061,Student_61,23,Male,Unknown,79.0,75.0,56,64.22,210.0
1062,Student_62,19,Non-binary,Unknown,81.0,42.0,86,86.27,209.0
1063,Student_63,19,Male,Unknown,70.8721649484536,45.0,71,92.88,186.8721649484536
1064,Student_64,18,Female,Unknown,78.0,85.0,54,75.22,217.0
1065,Student_65,19,Female,Unknown,74.0,75.0,51,91.02,200.0
1066,Student_66,22,Female,Unknown,42.0,51.0,76,98.58,169.0
1067,Student_67,19,Male,Unknown,89.0,80.0,70,68.15,239.0
1068,Student_68,21,Female,Unknown,76.0,66.0,87,80.93,229.0
1069,Student_69,21,Female,Unknown,70.8721649484536,88.0,64,71.49,222.8721649484536
1070,Student_70,24,Male,Unknown,83.0,54.0,70,91.71,207.0
1071,Student_71,21,Non-binary,Unknown,90.0,67.0,59,83.1,216.0
1072,Student_72,24,Male,Unknown,69.0,65.2995867768595,72,85.38,206.29958677685948
1073,Student_73,21,Female,Unknown,70.8721649484536,66.0,88,91.92,224.8721649484536
1074,Student_74,22,Female,Unknown,73.0,36.0,54,75.84,163.0
1075,Student_75,24,Male,Unknown,51.0,67.0,50,96.6,168.0
1076,Student_76,20,Non-binary,Unknown,58.0,64.0,62,81.32,184.0
1077,Student_77,23,Female,Unknown,76.0,67.0,70,66.32,213.0
1078,Student_78,18,Female,Unknown,83.0,60.0,75,87.84,218.0
1079,Student_79,21,Female,Unknown,98.0,56.0,99,91.73,253.0
1080,Student_80,19,Male,Unknown,98.0,72.0,94,72.67,264.0
1081,Student_81,21,Female,Unknown,88.0,80.0,70,94.29,238.0
1082,Student_82,19,Non-binary,Unknown,56.0,49.0,67,96.25,172.0
1083,Student_83,23,Female,Unknown,49.0,78.0,86,71.08,213.0
1084,Student_84,23,Female,Unknown,96.0,83.0,94,99.34,273.0
1085,Student_85,23,Non-binary,Unknown,70.8721649484536,95.0,81,65.63,246.8721649484536
1086,Student_86,19,Female,Unknown,88.0,40.0,85,68.08,213.0
1087,Student_87,21,Male,Unknown,86.0,65.2995867768595,66,67.37,217.29958677685948
1088,Student_88,23,Male,Unknown,51.0,40.0,84,95.76,175.0
1089,Student_89,22,Male,Unknown,55.0,66.0,98,86.17,219.0
1090,Student_90,24,Non-binary,Unknown,63.0,65.2995867768595,60,66.08,188.29958677685948
1091,Student_91,19,Female,Unknown,58.0,42.0,70,77.61,170.0
1092,Student_92,19,Male,Unknown,47.0,84.0,75,84.61,206.0
1093,Student_93,21,Non-binary,Unknown,70.0,96.0,53,63.34,219.0
1094,Student_94,19,Female,Unknown,60.0,96.0,83,95.3,239.0
1095,Student_95,19,Non-binary,Unknown,56.0,41.0,97,92.14,194.0
1096,Student_96,23,Male,Unknown,62.0,38.0,67,80.21,167.0
1097,Student_97,21,Male,Unknown,70.8721649484536,40.0,89,98.69,199.8721649484536
1098,Student_98,23,Male,Unknown,93.0,92.0,84,76.71,269.0
1099,Student_99,24,Non-binary,Unknown,55.0,56.0,90,99.36,201.0
1100,Student_100,24,Non-binary,Unknown,45.0,60.0,78,86.72,183.0
1101,Student_101,23,Male,Unknown,47.0,37.0,78,85.39,162.0
1102,Student_102,24,Non-binary,Unknown,64.0,75.0,87,66.64,226.0
1103,Student_103,21,Male,Unknown,57.0,94.0,91,95.28,242.0
1104,Student_104,18,Male,Unknown,64.0,48.0,70,77.1,182.0
1105,Student_105,23,Female,Unknown,51.0,46.0,91,66.49,188.0
1106,Student_106,22,Non-binary,Unknown,54.0,46.0,62,60.5,162.0
1107,Student_107,22,Male,Unknown,98.0,47.0,98,82.39,243.0
1108,Student_108,19,Male,Unknown,65.0,59.0,90,81.1,214.0
1109,Student_109,24,Non-binary,Unknown,80.0,79.0,66,88.77,225.0
1110,Student_110,22,Female,Unknown,70.8721649484536,53.0,58,95.61,181.8721649484536
1111,Student_111,19,Female,Unknown,65.0,89.0,90,63.18,244.0
1112,Student_112,18,Male,Unknown,86.0,79.0,50,89.26,215.0
1113,Student_113,21,Non-binary,Unknown,71.0,42.0,51,67.5,164.0
1114,Student_114,21,Female,Unknown,49.0,87.0,97,94.33,233.0
1115,Student_115,21,Non-binary,Unknown,55.0,89.0,78,92.76,222.0
1116,Student_116,22,Non-binary,Unknown,46.0,66.0,82,81.63,194.0
1117,Student_117,18,Male,Unknown,56.0,65.2995867768595,59,88.41,180.29958677685948
1118,Student_118,22,Female,Unknown,62.0,78.0,99,72.57,239.0
1119,Student_119,24,Male,Unknown,65.0,52.0,89,78.85,206.0
1120,Student_120,22,Female,Unknown,60.0,56.0,70,92.87,186.0
1121,Student_121,18,Female,Unknown,61.0,71.0,77,78.37,209.0
1122,Student_122,18,Female,Unknown,97.0,90.0,60,74.31,247.0
1123,Student_123,24,Female,Unknown,46.0,93.0,83,79.77,222.0
1124,Student_124,18,Female,Unknown,53.0,37.0,57,93.13,147.0
1125,Student_125,18,Non-binary,Unknown,54.0,62.0,71,73.41,187.0
1126,Student_126,21,Male,Unknown,92.0,69.0,57,66.95,218.0
1127,Student_127,24,Non-binary,Unknown,46.0,95.0,98,88.48,239.0
1128,Student_128,20,Female,Unknown,48.0,88.0,64,93.04,200.0
1129,Student_129,20,Male,Unknown,90.0,97.0,66,64.03,253.0
1130,Student_130,18,Female,Unknown,87.0,41.0,72,69.59,200.0
1131,Student_131,20,Male,Unknown,70.8721649484536,65.2995867768595,73,65.68,209.1717517253131
1132,Student_132,20,Non-binary,Unknown,89.0,65.0,94,73.92,248.0
1133,Student_133,18,Male,Unknown,98.0,92.0,68,78.01,258.0
1134,Student_134,20,Male,Unknown,62.0,95.0,54,89.95,211.0
1135,Student_135,22,Male,Unknown,68.0,65.2995867768595,81,86.05,214.29958677685948
1136,Student_136,19,Male,Unknown,57.0,65.2995867768595,93,84.84,215.29958677685948
1137,Student_137,24,Male,Unknown,70.0,71.0,50,74.09,191.0
1138,Student_138,19,Female,Unknown,69.0,38.0,72,93.66,179.0
1139,Student_139,18,Male,Unknown,91.0,54.0,86,78.85,231.0
1140,Student_140,21,Male,Unknown,78.0,94.0,57,99.16,229.0
1141,Student_141,24,Non-binary,Unknown,74.0,58.0,62,85.37,194.0
1142,Student_142,18,Male,Unknown,57.0,84.0,57,65.05,198.0
1143,Student_143,21,Non-binary,Unknown,98.0,83.0,72,87.05,253.0
1144,Student_144,19,Female,Unknown,81.0,65.2995867768595,92,73.0,238.29958677685948
1145,Student_145,18,Male,Unknown,78.0,70.0,50,87.45,198.0
1146,Student_146,24,Non-binary,Unknown,56.0,68.0,94,62.79,218.0
1147,Student_147,24,Non-binary,Unknown,53.0,70.0,73,67.0,196.0
1148,Student_148,23,Female,Unknown,70.0,40.0,84,94.23,194.0
1149,Student_149,22,Male,Unknown,63.0,73.0,73,69.09,209.0
1150,Student_150,20,Male,Unknown,74.0,76.0,66,93.48,216.0
1151,Student_151,21,Non-binary,Unknown,83.0,92.0,54,71.17,229.0
1152,Student_152,23,Male,Unknown,99.0,46.0,69,85.72,214.0
1153,Student_153,20,Non-binary,Unknown,84.0,37.0,70,87.77,191.0
1154,Student_154,20,Male,Unknown,73.0,52.0,89,80.51,214.0
1155,Student_155,18,Non-binary,Unknown,42.0,74.0,80,72.21,196.0
1156,Student_156,20,Male,Unknown,76.0,55.0,95,68.51,226.0
1157,Student_157,22,Female,Unknown,82.0,49.0,85,61.33,216.0
1158,Student_158,24,Male,Unknown,79.0,60.0,60,72.16,199.0
1159,Student_159,23,Male,Unknown,65.0,42.0,64,86.13,171.0
1160,Student_160,20,Female,Unknown,94.0,76.0,68,97.53,238.0
1161,Student_161,18,Male,Unknown,62.0,78.0,56,94.85,196.0
1162,Student_162,22,Female,Unknown,83.0,48.0,77,90.64,208.0
1163,Student_163,19,Male,Unknown,78.0,36.0,92,91.54,206.0
1164,Student_164,24,Non-binary,Unknown,54.0,71.0,54,86.6,179.0
1165,Student_165,24,Non-binary,Unknown,95.0,72.0,54,70.41,221.0
1166,Student_166,23,Male,Unknown,88.0,75.0,79,96.29,242.0
1167,Student_167,24,Male,Unknown,43.0,96.0,81,86.83,220.0
1168,Student_168,20,Male,Unknown,70.8721649484536,94.0,57,82.42,221.8721649484536
1169,Student_169,18,Non-binary,Unknown,61.0,48.0,59,64.44,168.0
1170,Student_170,24,Male,Unknown,64.0,36.0,87,77.88,187.0
1171,Student_171,24,Non-binary,Unknown,52.0,51.0,96,78.41,199.0
1172,Student_172,19,Female,Unknown,57.0,62.0,81,94.58,200.0
1173,Student_173,19,Non-binary,Unknown,72.0,69.0,97,81.87,238.0
1174,Student_174,21,Non-binary,Unknown,55.0,39.0,77,75.22,171.0
1175,Student_175,22,Female,Unknown,84.0,99.0,66,99.07,249.0
1176,Student_176,20,Non-binary,Unknown,81.0,74.0,80,64.43,235.0
1177,Student_177,24,Male,Unknown,83.0,90.0,57,76.9,230.0
1178,Student_178,24,Male,Unknown,41.0,65.2995867768595,89,61.68,195.29958677685948
1179,Student_179,18,Non-binary,Unknown,94.0,79.0,74,89.6,247.0
1180,Student_180,21,Male,Unknown,70.8721649484536,57.0,58,96.72,185.8721649484536
1181,Student_181,22,Non-binary,Unknown,81.0,81.0,51,71.2,213.0
1182,Student_182,21,Male,Unknown,73.0,65.0,64,94.33,202.0
1183,Student_183,23,Male,Unknown,69.0,45.0,99,71.69,213.0
1184,Student_184,22,Non-binary,Unknown,98.0,44.0,52,96.43,194.0
1185,Student_185,24,Male,Unknown,94.0,48.0,98,90.16,240.0
1186,Student_186,24,Non-binary,Unknown,52.0,44.0,85,92.2,181.0
1187,Student_187,22,Male,Unknown,52.0,35.0,53,60.72,140.0
1188,Student_188,24,Male,Unknown,57.0,39.0,63,98.51,159.0
1189,Student_189,20,Female,Unknown,71.0,54.0,90,89.07,215.0
1190,Student_190,22,Female,Unknown,71.0,42.0,90,72.19,203.0
1191,Student_191,21,Non-binary,Unknown,74.0,77.0,74,93.18,225.0
1192,Student_192,22,Female,Unknown,70.8721649484536,35.0,99,71.26,204.8721649484536
1193,Student_193,24,Non-binary,Unknown,78.0,91.0,59,94.91,228.0
1194,Student_194,20,Female,Unknown,85.0,98.0,70,64.5,253.0
1195,Student_195,20,Male,Unknown,91.0,62.0,85,88.15,238.0
1196,Student_196,23,Non-binary,Unknown,68.0,71.0,61,81.63,200.0
1197,Student_197,21,Non-binary,Unknown,88.0,81.0,76,63.86,245.0
1198,Student_198,19,Male,Unknown,68.0,71.0,89,69.68,228.0
1199,Student_199,19,Non-binary,Unknown,92.0,83.0,51,60.5,226.0
1200,Student_200,22,Non-binary,Unknown,83.0,65.2995867768595,62,78.75,210.29958677685948
1201,Student_201,23,Female,Unknown,96.0,90.0,81,72.05,267.0
1202,Student_202,18,Non-binary,Unknown,55.0,62.0,80,83.93,197.0
1203,Student_203,22,Male,Unknown,95.0,40.0,65,71.89,200.0
1204,Student_204,23,Female,Unknown,83.0,95.0,81,72.0,259.0
1205,Student_205,21,Female,Unknown,86.0,54.0,81,89.73,221.0
1206,Student_206,21,Male,Unknown,96.0,36.0,83,61.93,215.0
1207,Student_207,21,Male,Unknown,49.0,71.0,60,96.12,180.0
1208,Student_208,21,Female,Unknown,69.0,54.0,59,94.09,182.0
1209,Student_209,21,Non-binary,Unknown,64.0,60.0,64,86.71,188.0
1210,Student_210,23,Female,Unknown,78.0,63.0,66,83.73,207.0
1211,Student_211,23,Male,Unknown,59.0,65.2995867768595,89,95.69,213.29958677685948
1212,Student_212,20,Female,Unknown,44.0,69.0,67,67.41,180.0
1213,Student_213,19,Male,Unknown,40.0,93.0,58,63.16,191.0
1214,Student_214,24,Female,Unknown,69.0,67.0,74,69.58,210.0
1215,Student_215,21,Non-binary,Unknown,88.0,85.0,89,91.78,262.0
1216,Student_216,18,Female,Unknown,42.0,46.0,63,61.39,151.0
1217,Student_217,24,Female,Unknown,84.0,54.0,74,83.31,212.0
1218,Student_218,23,Male,Unknown,53.0,87.0,99,99.82,239.0
1219,Student_219,18,Male,Unknown,95.0,77.0,71,94.23,243.0
1220,Student_220,18,Male,Unknown,69.0,84.0,79,80.86,232.0
1221,Student_221,18,Female,Unknown,89.0,63.0,69,62.55,221.0
1222,Student_222,20,Non-binary,Unknown,43.0,91.0,70,93.25,204.0
1223,Student_223,23,Male,Unknown,57.0,73.0,93,83.96,223.0
1224,Student_224,18,Male,Unknown,76.0,90.0,81,64.6,247.0
1225,Student_225,21,Female,Unknown,64.0,77.0,95,63.75,236.0
1226,Student_226,22,Male,Unknown,87.0,84.0,98,96.39,269.0
1227,Student_227,18,Non-binary,Unknown,40.0,57.0,70,86.77,167.0
1228,Student_228,20,Non-binary,Unknown,92.0,78.0,84,93.17,254.0
1229,Student_229,24,Male,Unknown,85.0,72.0,81,95.16,238.0
1230,Student_230,23,Male,Unknown,54.0,57.0,79,82.87,190.0
1231,Student_231,20,Female,Unknown,48.0,79.0,88,80.7,215.0
1232,Student_232,18,Non-binary,Unknown,54.0,86.0,98,77.22,238.0
1233,Student_233,23,Non-binary,Unknown,88.0,84.0,61,72.68,233.0
1234,Student_234,22,Male,Unknown,96.0,65.2995867768595,90,77.38,251.29958677685948
1235,Student_235,18,Female,Unknown,63.0,35.0,96,90.96,194.0
1236,Student_236,20,Non-binary,Unknown,43.0,65.2995867768595,67,84.08,175.29958677685948
1237,Student_237,19,Non-binary,Unknown,51.0,63.0,70,95.7,184.0
1238,Student_238,21,Female,Unknown,98.0,39.0,62,77.74,199.0
1239,Student_239,24,Female,Unknown,97.0,81.0,70,84.28,248.0
1240,Student_240,20,Non-binary,Unknown,76.0,68.0,57,85.25,201.0
1241,Student_241,23,Non-binary,Unknown,76.0,99.0,95,83.67,270.0
1242,Student_242,18,Female,Unknown,82.0,89.0,89,88.11,260.0
1243,Student_243,21,Non-binary,Unknown,99.0,77.0,95,69.5,271.0
1244,Student_244,18,Male,Unknown,45.0,65.2995867768595,56,80.49,166.29958677685948
1245,Student_245,23,Male,Unknown,78.0,51.0,72,64.17,201.0
1246,Student_246,18,Female,Unknown,95.0,60.0,93,75.38,248.0
1247,Student_247,19,Female,Unknown,85.0,42.0,81,79.51,208.0
1248,Student_248,21,Female,Unknown,63.0,81.0,60,86.09,204.0
1249,Student_249,21,Male,Unknown,50.0,80.0,71,98.02,201.0
1250,Student_250,23,Non-binary,Unknown,52.0,67.0,71,84.03,190.0
1251,Student_251,24,Male,Unknown,73.0,35.0,92,89.74,200.0
1252,Student_252,19,Non-binary,Unknown,64.0,53.0,74,80.25,191.0
1253,Student_253,20,Male,Unknown,70.8721649484536,65.0,71,85.36,206.8721649484536
1254,Student_254,18,Non-binary,Unknown,91.0,48.0,77,62.84,216.0
1255,Student_255,22,Male,Unknown,43.0,87.0,78,70.18,208.0
1256,Student_256,18,Female,Unknown,98.0,82.0,62,74.47,242.0
1257,Student_257,18,Male,Unknown,47.0,65.2995867768595,67,78.9,179.29958677685948
1258,Student_258,20,Non-binary,Unknown,59.0,98.0,51,61.83,208.0
1259,Student_259,18,Male,Unknown,68.0,97.0,78,65.6,243.0
1260,Student_260,19,Male,Unknown,93.0,67.0,70,71.07,230.0
1261,Student_261,19,Male,Unknown,92.0,75.0,64,98.86,231.0
1262,Student_262,21,Female,Unknown,90.0,82.0,76,73.25,248.0
1263,Student_263,23,Male,Unknown,84.0,47.0,99,79.28,230.0
1264,Student_264,24,Female,Unknown,85.0,65.0,80,67.84,230.0
1265,Student_265,22,Female,Unknown,49.0,38.0,64,84.43,151.0
1266,Student_266,18,Male,Unknown,82.0,53.0,72,71.23,207.0
1267,Student_267,18,Male,Unknown,73.0,47.0,73,68.28,193.0
1268,Student_268,20,Male,Unknown,70.8721649484536,57.0,93,80.66,220.8721649484536
1269,Student_269,23,Non-binary,Unknown,65.0,35.0,62,60.22,162.0
1270,Student_270,19,Male,Unknown,80.0,88.0,71,60.31,239.0
1271,Student_271,22,Female,Unknown,88.0,49.0,92,68.76,229.0
1272,Student_272,21,Male,Unknown,97.0,99.0,86,61.47,282.0
1273,Student_273,19,Non-binary,Unknown,42.0,49.0,82,64.32,173.0
1274,Student_274,23,Male,Unknown,95.0,55.0,52,73.55,202.0
1275,Student_275,24,Non-binary,Unknown,45.0,53.0,68,92.1,166.0
1276,Student_276,21,Non-binary,Unknown,44.0,94.0,72,82.88,210.0
1277,Student_277,24,Male,Unknown,44.0,67.0,78,80.51,189.0
1278,Student_278,20,Female,Unknown,93.0,83.0,79,71.74,255.0
1279,Student_279,20,Non-binary,Unknown,86.0,69.0,88,97.27,243.0
1280,Student_280,18,Male,Unknown,62.0,78.0,93,75.88,233.0
1281,Student_281,24,Male,Unknown,88.0,45.0,96,63.48,229.0
1282,Student_282,23,Female,Unknown,48.0,80.0,74,84.68,202.0
1283,Student_283,22,Non-binary,Unknown,74.0,43.0,86,64.55,203.0
1284,Student_284,21,Non-binary,Unknown,59.0,37.0,96,73.81,192.0
1285,Student_285,19,Male,Unknown,97.0,65.2995867768595,57,80.3,219.29958677685948
1286,Student_286,23,Male,Unknown,88.0,82.0,91,94.97,261.0
1287,Student_287,23,Female,Unknown,98.0,62.0,65,79.74,225.0
1288,Student_288,20,Female,Unknown,70.8721649484536,60.0,57,88.09,187.8721649484536
1289,Student_289,24,Non-binary,Unknown,74.0,59.0,50,99.71,183.0
1290,Student_290,18,Non-binary,Unknown,89.0,46.0,93,65.26,228.0
1291,Student_291,18,Male,Unknown,70.8721649484536,39.0,54,70.99,163.8721649484536
1292,Student_292,21,Non-binary,Unknown,56.0,82.0,52,75.78,190.0
1293,Student_293,20,Female,Unknown,63.0,71.0,50,76.87,184.0
1294,Student_294,23,Female,Unknown,42.0,65.2995867768595,53,76.44,160.29958677685948
1295,Student_295,22,Male,Unknown,71.0,49.0,89,96.3,209.0
1296,Student_296,20,Female,Unknown,74.0,77.0,84,88.56,235.0
1297,Student_297,21,Female,Unknown,70.8721649484536,82.0,81,84.32,233.8721649484536
1298,Student_298,21,Female,Unknown,52.0,80.0,91,72.37,223.0
1299,Student_299,20,Female,Unknown,95.0,77.0,83,92.95,255.0
1300,Student_300,21,Male,Unknown,86.0,55.0,92,98.2,233.0
1301,Student_301,20,Male,Unknown,64.0,57.0,74,92.85,195.0
1302,Student_302,19,Non-binary,Unknown,70.8721649484536,81.0,59,60.06,210.8721649484536
1303,Student_303,20,Female,Unknown,43.0,49.0,70,85.46,162.0
1304,Student_304,24,Non-binary,Unknown,53.0,59.0,95,62.05,207.0
1305,Student_305,20,Male,Unknown,70.8721649484536,70.0,88,70.3,228.8721649484536
1306,Student_306,21,Male,Unknown,73.0,85.0,76,62.38,234.0
1307,Student_307,24,Male,Unknown,50.0,49.0,76,84.15,175.0
1308,Student_308,21,Male,Unknown,80.0,55.0,51,87.46,186.0
1309,Student_309,18,Male,Unknown,95.0,47.0,90,64.58,232.0
1310,Student_310,18,Male,Unknown,42.0,53.0,97,75.35,192.0
1311,Student_311,24,Male,Unknown,98.0,68.0,62,78.25,228.0
1312,Student_312,19,Female,Unknown,67.0,86.0,58,74.76,211.0
1313,Student_313,18,Non-binary,Unknown,68.0,61.0,85,64.84,214.0
1314,Student_314,20,Male,Unknown,48.0,63.0,71,76.76,182.0
1315,Student_315,21,Female,Unknown,42.0,62.0,91,90.05,195.0
1316,Student_316,18,Female,Unknown,64.0,69.0,75,62.84,208.0
1317,Student_317,18,Non-binary,Unknown,73.0,42.0,61,63.21,176.0
1318,Student_318,19,Male,Unknown,51.0,50.0,66,74.19,167.0
1319,Student_319,24,Non-binary,Unknown,81.0,70.0,63,97.67,214.0
1320,Student_320,24,Male,Unknown,48.0,64.0,63,86.74,175.0
1321,Student_321,23,Female,Unknown,54.0,52.0,83,87.15,189.0
1322,Student_322,19,Female,Unknown,79.0,36.0,69,74.48,184.0
1323,Student_323,20,Female,Unknown,64.0,83.0,60,83.75,207.0
1324,Student_324,24,Female,Unknown,44.0,38.0,65,60.41,147.0
1325,Student_325,21,Non-binary,Unknown,50.0,65.2995867768595,80,85.44,195.29958677685948
1326,Student_326,19,Male,Unknown,98.0,73.0,55,96.53,226.0
1327,Student_327,18,Male,Unknown,73.0,47.0,68,84.5,188.0
1328,Student_328,21,Non-binary,Unknown,63.0,65.0,86,94.95,214.0
1329,Student_329,21,Male,Unknown,99.0,97.0,53,88.96,249.0
1330,Student_330,18,Female,Unknown,54.0,65.2995867768595,96,64.82,215.29958677685948
1331,Student_331,19,Male,Unknown,77.0,76.0,53,96.1,206.0
1332,Student_332,18,Female,Unknown,47.0,95.0,69,62.66,211.0
1333,Student_333,23,Non-binary,Unknown,98.0,76.0,59,81.36,233.0
1334,Student_334,21,Male,Unknown,44.0,90.0,73,65.69,207.0
1335,Student_335,22,Non-binary,Unknown,87.0,70.0,84,60.47,241.0
1336,Student_336,22,Male,Unknown,65.0,41.0,75,76.88,181.0
1337,Student_337,20,Female,Unknown,57.0,88.0,86,71.8,231.0
1338,Student_338,24,Non-binary,Unknown,45.0,35.0,87,79.44,167.0
1339,Student_339,18,Male,Unknown,76.0,78.0,70,83.09,224.0
1340,Student_340,18,Female,Unknown,99.0,79.0,89,61.75,267.0
1341,Student_341,20,Non-binary,Unknown,87.0,81.0,88,64.92,256.0
1342,Student_342,20,Non-binary,Unknown,52.0,47.0,70,82.35,169.0
1343,Student_343,20,Male,Unknown,67.0,56.0,59,73.73,182.0
1344,Student_344,21,Male,Unknown,44.0,55.0,87,89.17,186.0
1345,Student_345,23,Male,Unknown,52.0,43.0,95,86.09,190.0
1346,Student_346,18,Female,Unknown,56.0,60.0,53,93.82,169.0
1347,Student_347,21,Male,Unknown,89.0,43.0,94,87.7,226.0
1348,Student_348,20,Non-binary,Unknown,79.0,49.0,69,77.2,197.0
1349,Student_349,18,Non-binary,Unknown,84.0,44.0,66,86.92,194.0
1350,Student_350,21,Male,Unknown,71.0,76.0,56,71.02,203.0
1351,Student_351,23,Male,Unknown,68.0,58.0,53,72.25,179.0
1352,Student_352,21,Non-binary,Unknown,90.0,83.0,78,91.56,251.0
1353,Student_353,23,Female,Unknown,97.0,60.0,63,77.86,220.0
1354,Student_354,20,Male,Unknown,42.0,71.0,52,91.94,165.0
1355,Student_355,23,Male,Unknown,95.0,84.0,73,92.9,252.0
1356,Student_356,18,Non-binary,Unknown,79.0,58.0,86,94.3,223.0
1357,Student_357,20,Male,Unknown,73.0,53.0,65,96.67,191.0
1358,Student_358,18,Female,Unknown,79.0,94.0,53,77.24,226.0
1359,Student_359,22,Non-binary,Unknown,70.8721649484536,73.0,73,72.75,216.8721649484536
1360,Student_360,19,Male,Unknown,52.0,52.0,83,83.29,187.0
1361,Student_361,23,Non-binary,Unknown,84.0,53.0,79,74.85,216.0
1362,Student_362,19,Male,Unknown,72.0,70.0,67,84.04,209.0
1363,Student_363,19,Male,Unknown,70.8721649484536,89.0,68,88.22,227.8721649484536
1364,Student_364,23,Male,Unknown,63.0,81.0,80,87.54,224.0
1365,Student_365,20,Female,Unknown,58.0,83.0,68,74.98,209.0
1366,Student_366,22,Female,Unknown,55.0,67.0,98,66.67,220.0
1367,Student_367,18,Non-binary,Unknown,79.0,55.0,95,77.22,229.0
1368,Student_368,21,Male,Unknown,67.0,56.0,68,65.7,191.0
